"person_id","person_type","crash_record_id","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"P409913","PASSENGER","b1af778aca28252a98ce966eec35d06d9272cdbc2fdfa386270535ff22e49b4f360d5c73290daeb7aa9ba2ebd2c8c7ed4eb160130b2318ed70248b0ed54d6666","1765455","2024-06-29T16:05:00.000","3","GARY","IN","46404","M","51",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853244","DRIVER","33404a0ff4b489cc6690b972d774acedf358570f30c5f1a04475bd7610aed5b042453af1a33297105e304725b686b2eac068550bec33a10ac02144a3249a071b","1765436","2024-06-29T16:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853245","DRIVER","33404a0ff4b489cc6690b972d774acedf358570f30c5f1a04475bd7610aed5b042453af1a33297105e304725b686b2eac068550bec33a10ac02144a3249a071b","1765432","2024-06-29T16:00:00.000",,"CHICAGO","IL","60656","M","47","IL",,"SAFETY BELT USED","NOT APPLICABLE","UNKNOWN","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1853288","DRIVER","335d06cc6085f1765d95bd882acc7ad6b89ba081baaf05a0c5d3a38dcf2756fb779b467e9a8ede89d732f17ac9edce8d8559885f2f4128746a617887967aef3c","1765467","2024-06-29T16:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853236","DRIVER","01a4f414e53ef97bc9b5d6fc5ae117d0c1f8f8adf2bb4aa3f7b295b7b92530711f271987a45d4fa01b00b4c0eed2bc40bf5cb124857e3dca44cd1d50494c0f33","1765421","2024-06-29T15:56:00.000",,"PLANO","IL","60545","M","28","IL","D","NONE PRESENT","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","OTHER",,,,"TEST NOT OFFERED",,
"O1853237","DRIVER","01a4f414e53ef97bc9b5d6fc5ae117d0c1f8f8adf2bb4aa3f7b295b7b92530711f271987a45d4fa01b00b4c0eed2bc40bf5cb124857e3dca44cd1d50494c0f33","1765427","2024-06-29T15:56:00.000",,"CHICAGO","IL","60620","M","33","IL","D","NONE PRESENT","DEPLOYED, FRONT","NONE","REPORTED, NOT EVIDENT",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853238","DRIVER","994a3cf659a978a27c11f7395ee1769d89e5588a21353d910b827e89d337b6129575bddaa1bb1cda145e9f0abcf4c2e813dbbcd778993a6b26098ed25bcb63d9","1765423","2024-06-29T15:50:00.000",,"CHICAGO","IL","60629","M","43","IL",,"SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853239","DRIVER","994a3cf659a978a27c11f7395ee1769d89e5588a21353d910b827e89d337b6129575bddaa1bb1cda145e9f0abcf4c2e813dbbcd778993a6b26098ed25bcb63d9","1765433","2024-06-29T15:50:00.000",,"BURBANK","IL","60459","F","20","IL","D","SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P409901","PASSENGER","994a3cf659a978a27c11f7395ee1769d89e5588a21353d910b827e89d337b6129575bddaa1bb1cda145e9f0abcf4c2e813dbbcd778993a6b26098ed25bcb63d9","1765423","2024-06-29T15:50:00.000","3","CHICAGO","IL","60629","M","16",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409905","PASSENGER","994a3cf659a978a27c11f7395ee1769d89e5588a21353d910b827e89d337b6129575bddaa1bb1cda145e9f0abcf4c2e813dbbcd778993a6b26098ed25bcb63d9","1765433","2024-06-29T15:50:00.000","3","BURBANK","IL","60459","M","16",,,"SAFETY BELT USED","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853199","DRIVER","565a001df88d4de08d4de7510d6a9bc98863882e68f9db8887edbfd8800237274bcf55af02c49d8abd95731ce5f4b97c16a4845341fffd850e2d42b06032f0d4","1765392","2024-06-29T15:46:00.000",,"CHICAGO","IL","60620","M","44",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853200","DRIVER","565a001df88d4de08d4de7510d6a9bc98863882e68f9db8887edbfd8800237274bcf55af02c49d8abd95731ce5f4b97c16a4845341fffd850e2d42b06032f0d4","1765402","2024-06-29T15:46:00.000",,"CHICAGO","IL","60616","M","22","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853259","DRIVER","e0a4f90f335b2d27330fc040ecfbe264a5979dfb6f3677b1b0f650ff92a96369ab44c65230a284bba67590095b8a1e7b2d6833c9bfe8f2e47b0995d15a79552b","1765438","2024-06-29T15:45:00.000",,,,,"M",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","UNKNOWN",,,,"TEST REFUSED",,
"O1853191","DRIVER","f0c92da30f4ffc62acae1bee302fe640637495f58c17c711e1153220dcc1159e494e65c4531d28f2814f979ba5136cb55997cbcb094e8971f67e06d9dd268f6d","1765377","2024-06-29T15:40:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853230","DRIVER","5da5f8b5482f28c21631c793a08cc364ef946399f08558656b003dfd4c00ae36a84b6686825fa290c5bba7bd1d9bd1e1ad27f2699af601de6242ce4732281e75","1765419","2024-06-29T15:30:00.000",,"CHICAGO","IL","60636","M","49","IL","D","USAGE UNKNOWN","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853231","DRIVER","5da5f8b5482f28c21631c793a08cc364ef946399f08558656b003dfd4c00ae36a84b6686825fa290c5bba7bd1d9bd1e1ad27f2699af601de6242ce4732281e75","1765422","2024-06-29T15:30:00.000",,"ORLAND HILLS","IL","60487","M","18","IL","D","USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853304","DRIVER","72a570da1c703cbbf6befa4c818b74a19615a584024d8a73e82600d9a190970033df74237e7a2ae15bb7fef38699fe1a4fe7126fb13b658706d3ca88d3da0b16","1765482","2024-06-29T15:30:00.000",,"CHICAGO","IL",,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853305","DRIVER","72a570da1c703cbbf6befa4c818b74a19615a584024d8a73e82600d9a190970033df74237e7a2ae15bb7fef38699fe1a4fe7126fb13b658706d3ca88d3da0b16","1765487","2024-06-29T15:30:00.000",,"CHICAGO","IL","60629","F","27","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853201","DRIVER","28e9c9635a2d5a0133962d505d9527360654dc472affdcc2633e873ee2ca1d761b2b05acb9aabf8ea2bff33006a110f73e0aa8389c2ee6119d5d3a0c595ba55b","1765386","2024-06-29T15:25:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853202","DRIVER","28e9c9635a2d5a0133962d505d9527360654dc472affdcc2633e873ee2ca1d761b2b05acb9aabf8ea2bff33006a110f73e0aa8389c2ee6119d5d3a0c595ba55b","1765400","2024-06-29T15:25:00.000",,"CHICAGO","IL","60642","F","35","IL","B","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853189","DRIVER","99fb308b4ccd75a565f4c99663d4f6b41f93198a936e9c8f456722cb8922bb48098acf7ca6e13f00db85781e24c84dfeb7498d158b4394581a1d8803663d79c5","1765372","2024-06-29T15:17:00.000",,"CHICAGO","IL","60619","M","45","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853190","DRIVER","99fb308b4ccd75a565f4c99663d4f6b41f93198a936e9c8f456722cb8922bb48098acf7ca6e13f00db85781e24c84dfeb7498d158b4394581a1d8803663d79c5","1765385","2024-06-29T15:17:00.000",,"HAMMOND","IN","46323","M","40","IN","D","NONE PRESENT","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P409891","PASSENGER","99fb308b4ccd75a565f4c99663d4f6b41f93198a936e9c8f456722cb8922bb48098acf7ca6e13f00db85781e24c84dfeb7498d158b4394581a1d8803663d79c5","1765372","2024-06-29T15:17:00.000","3","CHICAGO","IL","60619","F","49",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409894","PASSENGER","99fb308b4ccd75a565f4c99663d4f6b41f93198a936e9c8f456722cb8922bb48098acf7ca6e13f00db85781e24c84dfeb7498d158b4394581a1d8803663d79c5","1765385","2024-06-29T15:17:00.000","3","HAMMOND","IN","46323","F","49",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409895","PASSENGER","99fb308b4ccd75a565f4c99663d4f6b41f93198a936e9c8f456722cb8922bb48098acf7ca6e13f00db85781e24c84dfeb7498d158b4394581a1d8803663d79c5","1765385","2024-06-29T15:17:00.000","6","HAMMOND","IN","46323","M","16",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853257","DRIVER","d0bb80df80234c22bba02a64ed17217375a1b3545049257ba324dc4f67043fc0bd98603bb58d87e5741b08e44d589aefb17252eb9a0bf5dec8671f9c31681433","1765442","2024-06-29T15:10:00.000",,"COUNTRY CLUB HILLS","IL","60478","F","65","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853258","DRIVER","d0bb80df80234c22bba02a64ed17217375a1b3545049257ba324dc4f67043fc0bd98603bb58d87e5741b08e44d589aefb17252eb9a0bf5dec8671f9c31681433","1765449","2024-06-29T15:10:00.000",,"CHICAGO","IL","60617","F","88","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853300","DRIVER","3cb410f04d17acdd97905ae17901dc0168c630ce6356db1ee80fec978f3d2ad8d06dcb5184fffb44dda3a505b1d8ee1d1c1c94a0139457bbf646e5993c1b1d34","1765478","2024-06-29T15:06:00.000",,"CHICAGO","IL","60639","M","23","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","NA","NA",,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853301","DRIVER","3cb410f04d17acdd97905ae17901dc0168c630ce6356db1ee80fec978f3d2ad8d06dcb5184fffb44dda3a505b1d8ee1d1c1c94a0139457bbf646e5993c1b1d34","1765484","2024-06-29T15:06:00.000",,"CHICAGO","IL","60643","M","69","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","NA","NA",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853205","DRIVER","43f632a2639e6c5beb3bb432f4c1bbe460917cd9dc159b0ca33f50a276ee6809007ca6b8ef0d350c55a22769013e63079a5d0f4d812f717239b5c203cda9b6f4","1765393","2024-06-29T15:05:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853174","DRIVER","646b39d528439d76d5b6c042b2cd95d57fb71d03d16a58d2461badab0ee3870f616727e546368c7a53cbd5eb7551596ff64b1b4d1c7d36b922d8e7d82e2cd551","1765355","2024-06-29T15:03:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY","FLED SCENE",,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853175","DRIVER","646b39d528439d76d5b6c042b2cd95d57fb71d03d16a58d2461badab0ee3870f616727e546368c7a53cbd5eb7551596ff64b1b4d1c7d36b922d8e7d82e2cd551","1765362","2024-06-29T15:03:00.000",,"CHICAGO","IL","60629","F","34","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED",,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P409886","PASSENGER","646b39d528439d76d5b6c042b2cd95d57fb71d03d16a58d2461badab0ee3870f616727e546368c7a53cbd5eb7551596ff64b1b4d1c7d36b922d8e7d82e2cd551","1765362","2024-06-29T15:03:00.000","3","CHICAGO","IL","60639","M","36",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED",,,,,,,,,,,
"O1853183","DRIVER","2d3635c96956079385b43fc9f6bb1ea4fa9bdaa79789201e734bd43318513613a3ca1a676769200fc6cd01c88a5ffd82b966f0ca03da435002041a4aed58c535","1765365","2024-06-29T15:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853184","DRIVER","2d3635c96956079385b43fc9f6bb1ea4fa9bdaa79789201e734bd43318513613a3ca1a676769200fc6cd01c88a5ffd82b966f0ca03da435002041a4aed58c535","1765368","2024-06-29T15:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853185","DRIVER","2d3635c96956079385b43fc9f6bb1ea4fa9bdaa79789201e734bd43318513613a3ca1a676769200fc6cd01c88a5ffd82b966f0ca03da435002041a4aed58c535","1765376","2024-06-29T15:00:00.000",,"CHICAGO","IL","60617","F","51","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","REPORTED, NOT EVIDENT",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1853186","DRIVER","2d3635c96956079385b43fc9f6bb1ea4fa9bdaa79789201e734bd43318513613a3ca1a676769200fc6cd01c88a5ffd82b966f0ca03da435002041a4aed58c535","1765383","2024-06-29T15:00:00.000",,"RICHTON PARK","IL","60471","F","54","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853149","DRIVER","8fca2e85852adcb7e5b4d65063712a167cb0ac22324ebb8a4d4ab98399ecd8aa2f271db97b7eecbb4ca5e1931c94b0cb27bc3333fb3273ae03b8e17e1f421429","1765339","2024-06-29T15:00:00.000",,,,,"M",,"IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1853409","DRIVER","a25f7f809ccf89c589449c7efed0b938eeb246b09876d51b9548eb686bc9d6d25b5ce974d430046655bcb14448cc1ab44bb901006bfd72e292f665b5494ece69","1765585","2024-06-29T15:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853211","DRIVER","23777ca7fbd4104022a64f96b04ea9da055ceaa033ac319133a1a9f1aa20b6a7bca3e689ea7b131cb3a82298befba2fb25d77f16cdaf4e91b8ee6d09d0c68999","1765406","2024-06-29T14:50:00.000",,"UNK","XX",,"X",,"XX",,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853212","DRIVER","23777ca7fbd4104022a64f96b04ea9da055ceaa033ac319133a1a9f1aa20b6a7bca3e689ea7b131cb3a82298befba2fb25d77f16cdaf4e91b8ee6d09d0c68999","1765409","2024-06-29T14:50:00.000",,"CHICAGO","IL","60632","F","27","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P409899","PASSENGER","23777ca7fbd4104022a64f96b04ea9da055ceaa033ac319133a1a9f1aa20b6a7bca3e689ea7b131cb3a82298befba2fb25d77f16cdaf4e91b8ee6d09d0c68999","1765409","2024-06-29T14:50:00.000","3","CHICAGO","IL","60632","M","32",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853213","DRIVER","7bcbb75adfde3f026bd378015965e58023174ee60b466306c8e136070079aa345b41883cecc3b7862c98b360942daac0564aa747f0751bd361db31c0bd55e4d7","1765404","2024-06-29T14:50:00.000",,"CHICAGO","IL","60645","F","38","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","REPORTED, NOT EVIDENT","SWEDISH  COVENANT",,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853214","DRIVER","7bcbb75adfde3f026bd378015965e58023174ee60b466306c8e136070079aa345b41883cecc3b7862c98b360942daac0564aa747f0751bd361db31c0bd55e4d7","1765416","2024-06-29T14:50:00.000",,"CHICAGO","IL","60647","M","26","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY","NONE","NONE",,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P409898","PASSENGER","7bcbb75adfde3f026bd378015965e58023174ee60b466306c8e136070079aa345b41883cecc3b7862c98b360942daac0564aa747f0751bd361db31c0bd55e4d7","1765404","2024-06-29T14:50:00.000","6","CHICAGO","IL","60645","F","5",,,"CHILD RESTRAINT - FORWARD FACING","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY","SWEDISH COVENANT","CHICAGO POLICE DEPT.","2045",,,,,,,,,
"O1853413","DRIVER","8f54ea33dc48773c3172b09b53b32b4b5ce8fb5219e131e05b415fc8afc9672f5adcbb359740b4088200bea3c6a64c5228c362ebe50c44e085b516b00334b719","1765594","2024-06-29T14:50:00.000",,"CHICAGO","IL","60638","M","69","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1853414","DRIVER","8f54ea33dc48773c3172b09b53b32b4b5ce8fb5219e131e05b415fc8afc9672f5adcbb359740b4088200bea3c6a64c5228c362ebe50c44e085b516b00334b719","1765596","2024-06-29T14:50:00.000",,"CHICAGO","IL","60646","F","35","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853171","DRIVER","88c5ccfb7c2e83ce081f01ff5133f34b99040cb95cca7ddf34da07a1a72cb92caf796264fdbe9ed57de2c81a515a89274290bbf3aa5085c66b450ca1c4de6ab3","1765357","2024-06-29T14:45:00.000",,"NORRIDGE","IL","60706","M","19","IL","D","USAGE UNKNOWN","DEPLOYED, FRONT","NONE","NONINCAPACITATING INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1853172","DRIVER","88c5ccfb7c2e83ce081f01ff5133f34b99040cb95cca7ddf34da07a1a72cb92caf796264fdbe9ed57de2c81a515a89274290bbf3aa5085c66b450ca1c4de6ab3","1765370","2024-06-29T14:45:00.000",,"CHICAGO","IL","60707","F","27","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1853173","DRIVER","88c5ccfb7c2e83ce081f01ff5133f34b99040cb95cca7ddf34da07a1a72cb92caf796264fdbe9ed57de2c81a515a89274290bbf3aa5085c66b450ca1c4de6ab3","1765398","2024-06-29T14:45:00.000",,"CHICAGO","IL","60634","M","54","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P409887","PASSENGER","88c5ccfb7c2e83ce081f01ff5133f34b99040cb95cca7ddf34da07a1a72cb92caf796264fdbe9ed57de2c81a515a89274290bbf3aa5085c66b450ca1c4de6ab3","1765370","2024-06-29T14:45:00.000","3","CH","IL","60707","M","41",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409888","PASSENGER","88c5ccfb7c2e83ce081f01ff5133f34b99040cb95cca7ddf34da07a1a72cb92caf796264fdbe9ed57de2c81a515a89274290bbf3aa5085c66b450ca1c4de6ab3","1765370","2024-06-29T14:45:00.000","6","CHICAGO","IL","60707","F","4",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409890","PASSENGER","88c5ccfb7c2e83ce081f01ff5133f34b99040cb95cca7ddf34da07a1a72cb92caf796264fdbe9ed57de2c81a515a89274290bbf3aa5085c66b450ca1c4de6ab3","1765370","2024-06-29T14:45:00.000","4","CHICAGO","IL","60707","F","67",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409892","PASSENGER","88c5ccfb7c2e83ce081f01ff5133f34b99040cb95cca7ddf34da07a1a72cb92caf796264fdbe9ed57de2c81a515a89274290bbf3aa5085c66b450ca1c4de6ab3","1765370","2024-06-29T14:45:00.000","12","CHICAGO","IL","60707","F","14",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409893","PASSENGER","88c5ccfb7c2e83ce081f01ff5133f34b99040cb95cca7ddf34da07a1a72cb92caf796264fdbe9ed57de2c81a515a89274290bbf3aa5085c66b450ca1c4de6ab3","1765370","2024-06-29T14:45:00.000","10","CHICAGO","IL","60707","F","17",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409896","PASSENGER","88c5ccfb7c2e83ce081f01ff5133f34b99040cb95cca7ddf34da07a1a72cb92caf796264fdbe9ed57de2c81a515a89274290bbf3aa5085c66b450ca1c4de6ab3","1765398","2024-06-29T14:45:00.000","3","CHICAGO","IL","60634","F","19",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853145","DRIVER","e1d19ef9e218a551b27066eac3919d5025b32fa0d4236a17a001569a75d9f879b0d85f96dd519105de7834d07664d4083cd58ebcf5b1d141433b6b0984dd851e","1765369","2024-06-29T14:45:00.000",,"CHICAGO","IL","60626","F","0","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED","NONE",,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1853146","DRIVER","e1d19ef9e218a551b27066eac3919d5025b32fa0d4236a17a001569a75d9f879b0d85f96dd519105de7834d07664d4083cd58ebcf5b1d141433b6b0984dd851e","1765378","2024-06-29T14:45:00.000",,"CHICAGO","IL","60626","M","46","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED","NONE",,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1853151","DRIVER","22993a6d56376dd83621253c6b0ac7a7005032b2b48808f3fa10362af744771af651c7efb3a80542bedf5a1a8bec1e314dc568b2b868c51219ccab0aa53a8455","1765342","2024-06-29T14:37:00.000",,"CHICAGO","IL","60628","F","51","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853152","DRIVER","22993a6d56376dd83621253c6b0ac7a7005032b2b48808f3fa10362af744771af651c7efb3a80542bedf5a1a8bec1e314dc568b2b868c51219ccab0aa53a8455","1765354","2024-06-29T14:37:00.000",,"CHICAGO","IL","60620","M","27","IL","B","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853215","DRIVER","ad78c964e71082e9af6bca8e1b9886c71e33e101031f43dbe4ee2c58a3f2cb6f6ca277c5fc55833101bde0c1760e808622ecafadbd643f7005163dcadaf10094","1765411","2024-06-29T14:32:00.000",,"CHICAGO","IL","60634","M","79","IL","D","USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","MOVING VEHICLES","NORMAL",,,,"TEST NOT OFFERED",,
"O1853216","DRIVER","ad78c964e71082e9af6bca8e1b9886c71e33e101031f43dbe4ee2c58a3f2cb6f6ca277c5fc55833101bde0c1760e808622ecafadbd643f7005163dcadaf10094","1765418","2024-06-29T14:32:00.000",,"RIVER GROVE","IL","60171","M","47","IL",,"USAGE UNKNOWN","NOT APPLICABLE","TOTALLY EJECTED","INCAPACITATING INJURY","LUTHERAN GENERAL","CFD AMB 2",,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1853327","DRIVER","2815b823e3974204c639aff866dfdd06e86c2543b47dff358af9094ee2ef8f6cc029f6a2dfdc3cb1d08bba6edea11a80a9487ba1bdab8ea2401eb210d026c214","1765501","2024-06-29T14:30:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
