"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"ee2af41be6e0f4112634ddc832e9f964a476eb46f0f20bf0454df82ff7e60ce96e31a74e711201e1a04d2e69173ac0fe23ab7971d286bbaf83cd75f282f2729a",,"2024-06-29T00:00:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","REAR END","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-29T00:10:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","UNABLE TO DETERMINE","2413","W","59TH ST","824",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","0","7","6","41.786443346","-87.684439974","POINT (-87.684439973537 41.786443346067)"
"d4e3695368a43d5833a4cd237f74f5e3e448c0dc5d3200ad2e81f47531a37a90e5686af6599cd8468e6e9b3f4d0eacc6ef48a41087f0847e895a9a200fb28a9c",,"2024-06-28T23:55:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","PEDESTRIAN","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","$500 OR LESS","2024-06-28T23:55:00.000","DISREGARDING STOP SIGN","FAILING TO YIELD RIGHT-OF-WAY","4500","S","CALIFORNIA AVE","922",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","23","6","6","41.811818878","-87.694458628","POINT (-87.694458628094 41.811818877708)"
"c0b87057c14ce82b84de07bc07ff18b1981c112b7782dc51580cf2eb8bfe47ca28783f6daf82570930ca5384bd97d7caa052c7d9102b9d41474575314321c76c",,"2024-06-28T23:52:00.000","30","YIELD","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-28T23:52:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","917","S","CICERO AVE","1131",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","6","6","41.868940558","-87.744701332","POINT (-87.74470133185 41.868940557706)"
"17daef6cc4ab593798d014c2a65fad595fd6ffe8ae3ff54d1d964f03038da4221ba3b320d8f929086c10f65f618cf999a95de6cb8ebf079f99740b354ac76d49",,"2024-06-28T23:36:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-28T23:41:00.000","UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED)","PHYSICAL CONDITION OF DRIVER","6799","N","WESTERN AVE","2412",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","23","6","6","42.004943106","-87.689921439","POINT (-87.689921439051 42.004943106257)"
"3b45cab3f2a3e8bd549d73e6b7cc46a93860aa7ff9707a0b21caf80bddb8f3cae284bc09ac5c6e8fc523bdf4a4ed33d9d978941649f0dac7cc218dc4af8c1956",,"2024-06-28T23:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-29T14:25:00.000","NOT APPLICABLE","NOT APPLICABLE","5401","S","WESTERN AVE","923",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","6","0","23","6","6","41.795174135","-87.68392611","POINT (-87.683926109649 41.795174134977)"
"95c41767294213ca3acbe4c4a273a7655e4c9ec03d643e630071feb502bbd30bfecf42ce617d092902cfab315176454ea3f75f8ebe38c7f6cdf270037be0ab12","Y","2024-06-28T23:30:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-06-29T17:45:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1850","S","MILLARD AVE","1014",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","23","6","6","41.855657196","-87.716479524","POINT (-87.716479523698 41.855657196446)"
"b92f5a78fd7132f96168b0949e788f96cb0f238638ad347f9f0730bd1076f4d373e76b6006e80676ea28875ccc8a4c4123895002ac29ac8ec5bc15441baf03fd",,"2024-06-28T23:27:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-28T23:43:00.000","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","UNABLE TO DETERMINE","3344","W","47TH ST","821",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","23","6","6","41.80817609","-87.708251604","POINT (-87.70825160442 41.80817609033)"
"904e6aa1d99d0dd4104a27de38c8c5f68f21e6c96cfe867347b8bda4c348d651b6e0ca944abc9ad93642544be70ed0630491d6c88cd884a215cc8433449670a0",,"2024-06-28T23:23:00.000","30","UNKNOWN","UNKNOWN","RAIN","DARKNESS, LIGHTED ROAD","REAR END","FOUR WAY",,"STRAIGHT AND LEVEL","WET","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-28T23:33:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","7600","S","JEFFERY BLVD","414",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","6","6","41.7569669","-87.576247624","POINT (-87.576247624193 41.756966899896)"
"3b792399792968c2d10ad5c5ca18cd6ddd94f00285184c6008fed8e7f6c8731d97635c6dde52210ffeb4b384359cbac551de57d6d136e570bfd1b9ce490c6b7d",,"2024-06-28T23:20:00.000","25","STOP SIGN/FLASHER","UNKNOWN","RAIN","DARKNESS, LIGHTED ROAD","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-28T23:27:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5099","N","SHERIDAN RD","2024",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","23","6","6","41.975234669","-87.65483162","POINT (-87.654831620129 41.975234669109)"
"a2699ebb666f411a9bdf77bacbb66807226bd017b8d04597d351773dc8604fff36a134b0e342c3472a1bc7457ff4cbc24a446167d6b2668597e766204d69d615",,"2024-06-28T23:19:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DAWN","PARKED MOTOR VEHICLE","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","N",,"Y","$501 - $1,500","2024-06-28T23:19:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3156","W","CHICAGO AVE","1211",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","23","6","6","41.895664553","-87.706411477","POINT (-87.706411477325 41.895664552516)"
"155d7aa875f36372f1c795d0ab709f528b5732269eafbc5c21a25e35a1de4c2d5387d6c06bb3e7645a629c44236a05564e5078e6c17ff2b54574576326c594e6",,"2024-06-28T23:15:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-28T23:44:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","5999","N","CICERO AVE","1711",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","6","6","41.989841558","-87.748178877","POINT (-87.748178877035 41.989841558424)"
"4f13f73ad10157486bcb82f0925e21b77963e61473ca6b677c759215145087ef1e326e96dd0b8766215b6b2d2b7119402850713c798e8ac912ca2decea5985d1",,"2024-06-28T23:15:00.000","30","TRAFFIC SIGNAL","UNKNOWN","RAIN","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","FOUR WAY",,"STRAIGHT AND LEVEL","WET","UNKNOWN",,"NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-28T23:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3940","W","LAWRENCE AVE","1712",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","5","0","23","6","6","41.968359543","-87.727266537","POINT (-87.727266536608 41.968359543199)"
"f80b62f1f414f10b50666f2cfccfa0c0ad57966982c31477df56fa6252fda42684f33a29fb7d43343f73c7bb7f02e9d0daafe2c82425b853dfd11d252208df46",,"2024-06-28T23:15:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-06-28T23:44:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1440","E","53RD ST","234",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","6","6","41.799640083","-87.590211317","POINT (-87.590211317043 41.799640082973)"
"88a042ab4e3b9c9c7468333ef50a6cc5e8c27f707b854e12d59a18d380817dc3f27e0e1e9198bd5097ed12bfa3afdda502259314fc30e443d7a99da68437fd2d",,"2024-06-28T23:10:00.000","40","NO CONTROLS","NO CONTROLS","RAIN","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","ONE-WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-06-28T23:17:00.000","IMPROPER LANE USAGE","IMPROPER OVERTAKING/PASSING","1551","N","LAKE SHORE DR NB","1824",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","6","6","41.911014245","-87.625584167","POINT (-87.625584166694 41.91101424475)"
"98bb622b3591693e3ddeac5c5b6eef1993377634a2b56aa63547da726dc41325932c2890b83e3b727c246495fb579540156b23480b50733c9531221e395e0b66",,"2024-06-28T23:00:00.000","30","TRAFFIC SIGNAL","UNKNOWN","UNKNOWN","UNKNOWN","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","OTHER","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-28T23:04:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","NOT APPLICABLE","4746","W","CHICAGO AVE","1111",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","23","6","6","41.895120198","-87.745392069","POINT (-87.745392069006 41.895120197816)"
"d8559f1d651a173a0431e650cd878e8578d22ee9c1bbade408c9814c6e62e5d6c3001ecb4b656568fb7ca5bfff327b136eae83f6627732522d515056f13cf44b",,"2024-06-28T23:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-06-28T23:35:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4032","W","MARQUETTE RD","833",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","6","6","41.771466572","-87.723855005","POINT (-87.723855005166 41.771466571703)"
"e0d5c9d32bf3eef6a7caa1926554ad9da11abd86bb3f33b5518d4b14ab3bc1881f6e189fc5f862d8fad426bdda9136768051ac6815ff607dc7d9fe4874b7decc",,"2024-06-28T22:50:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2024-06-29T06:50:00.000","IMPROPER BACKING","UNABLE TO DETERMINE","4404","W","PALMER ST","2522",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","6","6","41.92081368","-87.736683511","POINT (-87.736683510672 41.920813680065)"
"18668245c2771d8549bc74175a35725aa6bfd774289b03eaf178b39810dbb2b4214f7d6b6df6b5a9c6dfc4c078c2368b9bb5dd08cc00d3e85b0672d23a8ddac7",,"2024-06-28T22:45:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"$501 - $1,500","2024-06-28T22:47:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2653","W","PETERSON AVE","2011",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","22","6","6","41.990348258","-87.696735919","POINT (-87.696735918998 41.990348258457)"
"003f283985a9acc1025c01d8266b7bd3284fba397cfb3e691d98abfd0ce931a46d06937af54f5c04eda8bc22a2463c9478b3f42000eeaf9512964c43f1df5684",,"2024-06-28T22:30:00.000","10","NO CONTROLS","NO CONTROLS","RAIN","DARKNESS, LIGHTED ROAD","TURNING","PARKING LOT",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"Y",,"$501 - $1,500","2024-06-28T22:35:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","2545","E","130TH ST","434",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","6","6","41.659055134","-87.561638065","POINT (-87.561638065366 41.659055134145)"
"a607cd67b7dd1bceb52bfb456b3d5f8419bb059773f67dc6f5dbe2068cd3e583510f4677136aa2571dbf4ec53a27cfc7ef0070b96e4b5b06cee0322588a154b8",,"2024-06-28T22:30:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-28T22:59:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","12256","S","HALSTED ST","524",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","22","6","6","41.670684121","-87.64181632","POINT (-87.641816319681 41.670684121013)"
"3253d7ceb5cc776a27058255a84000c754745b75957bcf0a1574f9a87d7d5719f6246d53403638d8d821f0a68b7a32fd56b01d29f820c8446d58e69e61b54a52",,"2024-06-28T22:15:00.000","40","NO CONTROLS","NO CONTROLS","CLOUDY/OVERCAST","DARKNESS, LIGHTED ROAD","FIXED OBJECT","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-28T22:15:00.000","ROAD ENGINEERING/SURFACE/MARKING DEFECTS","WEATHER","657","N","LAKE SHORE DR NB","1834",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","6","6","41.894386563","-87.614830002","POINT (-87.614830001528 41.894386562678)"
"6c2d58eec5ce99da5afed694c6b1ab97a25ec0c0dfdacb3777fdca4ff807516d10c4ffa7c6d251e023cb293c76a83343fbd30e31d7e80f451d1c6905fef0cd5b",,"2024-06-28T22:07:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-28T23:40:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3033","N","PULASKI RD","2523",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","6","6","41.936399745","-87.726960337","POINT (-87.726960336977 41.936399744558)"
"e4d63b1a9fbd47aaea343b5c9b3be1c083a81d5f75860f4ad99c891dfb09b6b00c2bed5cf42639e87673e020b57a2e401c83f721c0d3e44c1a58d4d0b0bbded3",,"2024-06-28T22:04:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","PEDESTRIAN","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","$500 OR LESS","2024-06-28T22:04:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5171","W","CHICAGO AVE","1531",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","22","6","6","41.894827986","-87.755532598","POINT (-87.755532598382 41.894827986478)"
"73e9b849332eaf59d04cce21cfe5e103e54b1cb974d1e0e61f93182c9b296d84cf9f1cdae9845eed77df996068daa15b46302b2c11ad600fb6e4fcade4960b8a",,"2024-06-28T22:03:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-29T11:55:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1604","N","HALSTED ST","1813",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","6","6","41.911078403","-87.648422296","POINT (-87.648422295999 41.911078403096)"
"5c492da3c77dc0a693a587877df07783c6c95b6d5631ee477be028c856ae887d3e21df62abfa47f00f4cdd2c30896a0aad08b1205ebe9c582e0cbeb6ffd3b59d",,"2024-06-28T22:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLOUDY/OVERCAST","DAWN","SIDESWIPE SAME DIRECTION","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-28T22:30:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","9921","S","HALSTED ST","2232",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","22","6","6","41.713552728","-87.642835291","POINT (-87.642835290615 41.713552727924)"
"f995d753496c930882d29a751dd8b7846ae33a851addae262369ccfee286575648e08ea887a7f56ff9ed3bc0d6a162d58ff980b4a23052b74b1e7246853840a8",,"2024-06-28T21:58:00.000","35","NO CONTROLS","NO CONTROLS","RAIN","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-06-28T21:58:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1835","N","WESTERN AVE","1434",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","21","6","6","41.915050765","-87.687199204","POINT (-87.687199204474 41.915050765023)"
"62ca04aedc37ded84614fbbbac6fb8260c020db61e68fd8389fb7729193a59ed0651c87384e9d276f3c5d5dc6b46f22522089cfd53fa6c94eeba090eff309e84",,"2024-06-28T21:48:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-29T14:00:00.000","FOLLOWING TOO CLOSELY","FOLLOWING TOO CLOSELY","7986","W","BELMONT AVE","1631",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","21","6","6","41.937859428","-87.826255031","POINT (-87.826255030878 41.937859427847)"
"06697d6f248eb2838b7de68ed5168e700643abb3ef467a488211038e632850974421547b9f4b057b292b8feca591146bf39207025e5c3188507545a3d611ba3c",,"2024-06-28T21:45:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-28T22:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1800","W","51ST ST","931",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","21","6","6","41.801385125","-87.669706922","POINT (-87.669706921852 41.801385125131)"
"49757690b93f257d7ece4876b14c4135a28d751528d76881b597b4e666d1d54834c2477ae992a195828234b2687cc52f1a27690bb096631780e27a53664e3c1e",,"2024-06-28T21:39:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","TURNING","T-INTERSECTION",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2024-06-28T21:39:00.000","DISREGARDING STOP SIGN","UNABLE TO DETERMINE","4630","S","ROCKWELL ST","922",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","6","0","21","6","6","41.809171381","-87.689494879","POINT (-87.689494879015 41.809171380768)"
"3dcd6f39ef2eb4db165b509c707bb8f5cc1140ac6851cd1fcf9079d920a14789182cc7d0d421438dbf6c92d8120086069f8d51f3c694bf8f757d65c1e9513c7c",,"2024-06-28T21:35:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-29T09:20:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","5100","S","WOOD ST","932",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","21","6","6","41.801182806","-87.66978895","POINT (-87.669788949543 41.801182806259)"
"00dcab7c4b667819d7d583ebea204dd18e924b7f29613439d0cc0f3e6aad3081ca5f7aed8f0f2bd8e468574f4a7ca52ef7c27226808a71955f77d36c67e27444",,"2024-06-28T21:30:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-28T21:42:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","851","N","DRAKE AVE","1121",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","21","6","6","41.896981052","-87.71499683","POINT (-87.714996830297 41.89698105223)"
"6a46b7f6e93e15a56c62378f8efd25a56eceb6612b80ede6185e7973ce570c1791df0610dd7ace3571e541b40c85345a4f1ceca5271b530f421b59bc25772acc",,"2024-06-28T21:23:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DARKNESS","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-28T21:38:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","6556","S","MORGAN ST","724",,,,,,,"6","NO INDICATION OF INJURY","0","0","0","0","0","1","0","21","6","6","41.774367134","-87.649651986","POINT (-87.649651986423 41.774367133656)"
"3c43623784aa629639e53821c354fd63d1d0c31dbaad196a6cb649868efc8bd81fd1c1a4c7a16bce5319778f59a5de561bab56eb9962ccfa15858ea9e503bd77",,"2024-06-28T21:20:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-28T21:20:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","237","W","114TH ST","522",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","21","6","6","41.68695402","-87.629168845","POINT (-87.629168844582 41.686954019973)"
"ad0500482384a3395b6817e2dc26b5ff5634dca4c6a8dbb6f13f8f789e08b6e0ecd846fb39e55abe6763053b8c406ee2338add0893db76d4bd59940cf836c58f",,"2024-06-28T21:19:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2024-06-28T21:40:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","548","W","DIVISION ST","1821",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","3","0","21","6","6","41.903828359","-87.643089915","POINT (-87.643089915492 41.903828358845)"
"c76872c93aa4a88c339f49a78dca03f1ce2242eb1516d33d338dc534497432d1812d0fb0a2da243188e7146b24da285a313070b5fa0c23a1937224d21ed3ca71",,"2024-06-28T21:10:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,"Y","$501 - $1,500","2024-06-28T22:40:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3300","W","57TH ST","822",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","21","6","6","41.789953891","-87.705965916","POINT (-87.705965916478 41.789953890833)"
